id,time,dtg,address,lat,long,bat,batstat
1,10/17/17 10:50,10/17/17 10:50,"3810 J St, Sacramento, CA 95816, USA",38.56983262,-121.4553329,51%,NotCharging
1,10/17/17 11:00,10/17/17 11:00,"3800j J St, Sacramento, CA 95816, USA",38.5699068,-121.4555116,51%,NotCharging
1,10/17/17 11:10,10/17/17 11:10,"3800j J St, Sacramento, CA 95816, USA",38.56990834,-121.4553507,49%,NotCharging
1,10/17/17 11:33,10/17/17 11:33,"3810 J St, Sacramento, CA 95816, USA",38.56986368,-121.4551515,47%,NotCharging
1,10/17/17 11:59,10/17/17 11:59,"3810 J St, Sacramento, CA 95816, USA",38.56982709,-121.4553116,46%,NotCharging
1,10/17/17 12:56,10/17/17 12:56,"3810 J St, Sacramento, CA 95816, USA",38.5698874,-121.4553426,43%,NotCharging
1,10/17/17 13:39,10/17/17 13:39,"3800j J St, Sacramento, CA 95816, USA",38.56987805,-121.4554486,40%,NotCharging
1,10/17/17 15:22,10/17/17 13:39,"3800j J St, Sacramento, CA 95816, USA",38.56987805,-121.4554486,33%,NotCharging
1,10/17/17 15:22,10/17/17 15:22,"4050 H St, Sacramento, CA 95819, USA",38.57077177,-121.4527153,33%,NotCharging
1,10/17/17 15:43,10/17/17 15:43,"4050 H St, Sacramento, CA 95819, USA",38.57077085,-121.4527148,31%,NotCharging
1,10/17/17 15:59,10/17/17 15:59,"4050 H St, Sacramento, CA 95819, USA",38.57078806,-121.4526949,30%,NotCharging
1,10/17/17 16:09,10/17/17 16:09,"3800j J St, Sacramento, CA 95816, USA",38.5699136,-121.4553517,28%,NotCharging
1,10/17/17 16:30,10/17/17 16:30,"3810 J St, Sacramento, CA 95816, USA",38.56964889,-121.4554305,23%,NotCharging
1,10/17/17 16:45,10/17/17 16:45,"3810 J St, Sacramento, CA 95816, USA",38.56985584,-121.4553304,23%,NotCharging
1,10/17/17 16:59,10/17/17 16:59,3810 J St Sacramento CA 95816 USA,38.56978652,-121.4552029,23%,NotCharging
1,10/17/17 17:14,10/17/17 17:13,"3800j J St, Sacramento, CA 95816, USA",38.56995437,-121.4553772,20%,NotCharging
1,10/17/17 17:31,10/17/17 17:30,"3810 J St, Sacramento, CA 95816, USA",38.56981548,-121.4552484,18%,NotCharging
1,10/17/17 17:47,10/17/17 17:47,"3800j J St, Sacramento, CA 95816, USA",38.56993654,-121.4553624,17%,NotCharging
1,10/17/17 18:00,10/17/17 18:00,"3200 Folsom Blvd, Sacramento, CA 95816, USA",38.56787356,-121.4646726,12%,NotCharging
1,10/17/17 18:12,10/17/17 18:12,"1700-1710 13th St, Sacramento, CA 95811, USA",38.57129124,-121.4926929,17%,Charging
1,10/17/17 18:17,10/17/17 18:17,"1531-1599 Lincoln Hwy, Sacramento, CA 95814, USA",38.57377169,-121.4872466,20%,Charging
1,10/17/17 18:29,10/17/17 18:29,"1109 Front St, Sacramento, CA 95814, USA",38.58185898,-121.5061639,25%,Charging
1,10/17/17 19:02,10/17/17 19:02,"200 K St, Sacramento, CA 95814, USA",38.58197573,-121.5042576,28%,NotCharging
1,10/17/17 19:31,10/17/17 19:31,"1009 2nd St, Sacramento, CA 95814, USA",38.58258412,-121.5040029,25%,NotCharging
1,10/17/17 20:04,10/17/17 20:04,"103 K St, Sacramento, CA 95814, USA",38.58255589,-121.5054912,23%,NotCharging
1,10/17/17 20:32,10/17/17 20:32,"103 K St, Sacramento, CA 95814, USA",38.58245098,-121.5057131,21%,NotCharging
1,10/17/17 20:42,10/17/17 20:41,"103 K St, Sacramento, CA 95814, USA",38.58247178,-121.505584,20%,NotCharging
1,10/17/17 20:49,10/17/17 20:43,103 K St Sacramento  CA 95814,38.58252819,-121.5054162,20%,"NotCharging"""
1,10/17/17 20:50,10/17/17 20:50,"926 2nd St, Sacramento, CA 95814, USA",38.58323797,-121.504127,20%,NotCharging
1,10/17/17 20:55,10/17/17 20:55,"Golden State Hwy, Sacramento, CA 95814, USA",38.58243383,-121.5035908,20%,NotCharging
1,10/17/17 21:02,10/17/17 21:02,"Golden State Hwy, Sacramento, CA 95814, USA",38.58102629,-121.5044588,20%,NotCharging
1,10/17/17 21:03,10/17/17 21:02,"1100-1198 3rd St, Sacramento, CA 95814, USA",38.58065412,-121.5036866,20%,NotCharging
1,10/17/17 21:05,10/17/17 21:05,"1600 Garden Hwy, Sacramento, CA 95833, USA",38.60728842,-121.502909,20%,NotCharging
1,10/17/17 21:06,10/17/17 21:05,"W El Camino Ave & I-5 & West Side Fwy, Sacramento, CA 95833, USA",38.61257765,-121.5108201,20%,NotCharging
1,10/17/17 21:07,10/17/17 21:07,"1622 W El Camino Ave, Sacramento, CA 95833, USA",38.6122402,-121.498738,20%,NotCharging
1,10/17/17 21:08,10/17/17 21:08,"1651 Truxel Rd, Sacramento, CA 95833, USA",38.61203337,-121.4987516,20%,NotCharging
1,10/17/17 21:09,10/17/17 21:08,"1651 Truxel Rd, Sacramento, CA 95833, USA",38.61203337,-121.4987516,18%,NotCharging
1,10/17/17 21:10,10/17/17 21:09,"1622 W El Camino Ave, Sacramento, CA 95833, USA",38.61211178,-121.4987349,18%,NotCharging
1,10/17/17 21:11,10/17/17 21:10,"1622-1628 W El Camino Ave, Sacramento, CA 95833, USA",38.61204477,-121.4987845,18%,NotCharging
1,10/17/17 21:12,10/17/17 21:11,"1651 Truxel Rd, Sacramento, CA 95833, USA",38.61208978,-121.49865,18%,NotCharging
1,10/17/17 21:14,10/17/17 21:13,"1620 W El Camino Ave, Sacramento, CA 95833, USA",38.61214501,-121.4990272,18%,NotCharging
1,10/17/17 21:15,10/17/17 21:14,"1600 W El Camino Ave, Sacramento, CA 95833, USA",38.61263594,-121.4983275,18%,NotCharging
1,10/17/17 21:16,10/17/17 21:16,"1583 W El Camino Ave, Sacramento, CA 95833, USA",38.61314749,-121.4961456,18%,NotCharging
1,10/17/17 21:17,10/17/17 21:16,"1587 W El Camino Ave, Sacramento, CA 95833, USA",38.61326299,-121.4961543,18%,NotCharging
1,10/17/17 21:18,10/17/17 21:18,"1583 W El Camino Ave, Sacramento, CA 95833, USA",38.61322552,-121.4961756,18%,NotCharging
1,10/17/17 21:20,10/17/17 21:18,"1583 W El Camino Ave, Sacramento, CA 95833, USA",38.61322552,-121.4961756,18%,NotCharging
1,10/17/17 21:22,10/17/17 21:22,"1587 W El Camino Ave, Sacramento, CA 95833, USA",38.61329543,-121.4961115,18%,NotCharging
1,10/17/17 21:25,10/17/17 21:22,"1587 W El Camino Ave, Sacramento, CA 95833, USA",38.61329568,-121.4961137,18%,NotCharging
1,10/17/17 21:26,10/17/17 21:26,"1594-1598 W El Camino Ave, Sacramento, CA 95833, USA",38.6127571,-121.4976786,18%,NotCharging
1,10/17/17 21:27,10/17/17 21:27,"1590 W El Camino Ave, Sacramento, CA 95833, USA",38.61234865,-121.4973289,18%,NotCharging
1,10/17/17 21:29,10/17/17 21:27,"1580 W El Camino Ave, Sacramento, CA 95833, USA",38.61215503,-121.497255,18%,NotCharging
1,10/17/17 21:32,10/17/17 21:27,"1580 W El Camino Ave, Sacramento, CA 95833, USA",38.61215503,-121.497255,18%,NotCharging
1,10/17/17 21:33,10/17/17 21:27,"1580 W El Camino Ave, Sacramento, CA 95833, USA",38.61215503,-121.497255,18%,NotCharging
1,10/17/17 21:34,10/17/17 21:27,"1580 W El Camino Ave, Sacramento, CA 95833, USA",38.61215503,-121.497255,18%,NotCharging
1,10/17/17 21:34,10/17/17 21:34,"1580 W El Camino Ave, Sacramento, CA 95833, USA",38.61218282,-121.4971954,14%,NotCharging
1,10/17/17 21:38,10/17/17 21:38,"1580 W El Camino Ave, Sacramento, CA 95833, USA",38.61202679,-121.4972774,14%,NotCharging
1,10/17/17 21:38,10/17/17 21:38,"1580 W El Camino Ave, Sacramento, CA 95833, USA",38.61204627,-121.4973033,14%,NotCharging
1,10/17/17 21:41,10/17/17 21:38,"2615 Truxel Rd, Sacramento, CA 95833, USA",38.61239391,-121.4977067,14%,NotCharging
1,10/17/17 21:42,10/17/17 21:42,"3273-3299 Truxel Rd, Sacramento, CA 95833, USA",38.62714418,-121.4980282,14%,NotCharging
1,10/17/17 21:44,10/17/17 21:42,"3273-3299 Truxel Rd, Sacramento, CA 95833, USA",38.62715373,-121.4979311,14%,NotCharging
1,10/18/17 8:43,10/18/17 8:43,"3810 J St, Sacramento, CA 95816, USA",38.56988724,-121.4553566,99%,NotCharging
1,10/18/17 11:34,10/18/17 11:33,"3810 J St, Sacramento, CA 95816, USA",38.56986928,-121.4553361,85%,NotCharging
1,10/18/17 11:39,10/18/17 11:39,"3800j J St, Sacramento, CA 95816, USA",38.56990467,-121.4553569,85%,NotCharging
1,10/18/17 11:45,10/18/17 11:44,"3810 J St, Sacramento, CA 95816, USA",38.56980789,-121.4553953,85%,NotCharging
1,10/18/17 11:50,10/18/17 11:50,"3810 J St, Sacramento, CA 95816, USA",38.5698732,-121.4553481,83%,NotCharging
1,10/18/17 11:55,10/18/17 11:55,"3810 J St, Sacramento, CA 95816, USA",38.56985776,-121.4553397,82%,NotCharging
1,10/18/17 12:01,10/18/17 12:01,"3810 J St, Sacramento, CA 95816, USA",38.56984691,-121.4553354,82%,NotCharging
1,10/18/17 12:06,10/18/17 12:06,"3810 J St, Sacramento, CA 95816, USA",38.56984691,-121.4553354,82%,NotCharging
1,10/18/17 12:09,10/18/17 12:09,"3810 J St, Sacramento, CA 95816, USA",38.56974834,-121.4553337,82%,NotCharging
1,10/18/17 12:14,10/18/17 12:14,"3810 J St, Sacramento, CA 95816, USA",38.56984268,-121.4553518,82%,NotCharging
1,10/18/17 12:19,10/18/17 12:19,"3810 J St, Sacramento, CA 95816, USA",38.56987298,-121.4553436,82%,NotCharging
1,10/18/17 12:25,10/18/17 12:25,"3810 J St, Sacramento, CA 95816, USA",38.56989452,-121.4553352,80%,NotCharging
1,10/18/17 12:30,10/18/17 12:30,"3810 J St, Sacramento, CA 95816, USA",38.56975781,-121.4552003,75%,NotCharging
1,10/18/17 12:36,10/18/17 12:36,"3810 J St, Sacramento, CA 95816, USA",38.56979318,-121.4552788,75%,NotCharging
1,10/18/17 12:41,10/18/17 12:41,"3810 J St, Sacramento, CA 95816, USA",38.56988965,-121.4553561,75%,NotCharging
1,10/18/17 12:46,10/18/17 12:46,"3810 J St, Sacramento, CA 95816, USA",38.56986795,-121.4553392,75%,NotCharging
1,10/18/17 14:17,10/18/17 14:17,"3810 J St, Sacramento, CA 95816, USA",38.56986609,-121.455335,46%,NotCharging
1,10/18/17 14:22,10/18/17 14:22,"3810 J St, Sacramento, CA 95816, USA",38.56986657,-121.455335,44%,NotCharging
1,10/18/17 14:27,10/18/17 14:27,"3810 J St, Sacramento, CA 95816, USA",38.56987173,-121.4553431,44%,NotCharging
1,10/18/17 14:32,10/18/17 14:27,"3810 J St, Sacramento, CA 95816, USA",38.56977319,-121.4554078,44%,NotCharging
1,10/18/17 14:37,10/18/17 14:37,"3810 J St, Sacramento, CA 95816, USA",38.56987066,-121.455342,43%,NotCharging
1,10/18/17 14:43,10/18/17 14:43,"3810 J St, Sacramento, CA 95816, USA",38.56979968,-121.4553185,43%,NotCharging
1,10/18/17 14:48,10/18/17 14:48,"3810 J St, Sacramento, CA 95816, USA",38.56988698,-121.4553522,43%,NotCharging
1,10/18/17 15:05,10/18/17 15:05,"1040 39th St, Sacramento, CA 95816, USA",38.56928654,-121.4553462,38%,NotCharging
1,10/18/17 15:11,10/18/17 15:11,"3800j J St, Sacramento, CA 95816, USA",38.56992742,-121.4554497,37%,NotCharging
1,10/18/17 15:16,10/18/17 15:16,"3810 J St, Sacramento, CA 95816, USA",38.56990429,-121.4552129,37%,NotCharging
1,10/18/17 15:21,10/18/17 15:21,"3810 J St, Sacramento, CA 95816, USA",38.56950401,-121.4555729,37%,NotCharging
1,10/18/17 15:26,10/18/17 15:26,"3800j J St, Sacramento, CA 95816, USA",38.56989766,-121.4553514,37%,NotCharging
1,10/18/17 15:45,10/18/17 15:45,"3800j J St, Sacramento, CA 95816, USA",38.56991293,-121.4553394,34%,NotCharging
1,10/18/17 15:47,10/18/17 15:47,"3810 J St, Sacramento, CA 95816, USA",38.56983497,-121.4553406,34%,NotCharging
1,10/18/17 15:52,10/18/17 15:52,"3800j J St, Sacramento, CA 95816, USA",38.56990185,-121.4553544,34%,NotCharging
1,10/18/17 15:57,10/18/17 15:57,"3810 J St, Sacramento, CA 95816, USA",38.56987253,-121.4553444,34%,NotCharging
1,10/18/17 16:03,10/18/17 16:03,"3810 J St, Sacramento, CA 95816, USA",38.56987619,-121.4553512,34%,NotCharging
1,10/18/17 16:08,10/18/17 16:08,"3800j J St, Sacramento, CA 95816, USA",38.56990441,-121.455442,34%,NotCharging
1,10/18/17 16:13,10/18/17 16:13,"3810 J St, Sacramento, CA 95816, USA",38.56986154,-121.4553502,34%,NotCharging
1,10/18/17 16:18,10/18/17 16:18,"3810 J St, Sacramento, CA 95816, USA",38.56988387,-121.4553507,31%,NotCharging
1,10/18/17 16:23,10/18/17 16:23,"3800j J St, Sacramento, CA 95816, USA",38.57007368,-121.4554555,31%,NotCharging
1,10/18/17 16:28,10/18/17 16:28,"3800j J St, Sacramento, CA 95816, USA",38.56991542,-121.4553601,31%,NotCharging
1,10/18/17 16:33,10/18/17 16:33,"3810 J St, Sacramento, CA 95816, USA",38.56988774,-121.4553467,31%,NotCharging
1,10/18/17 17:05,10/18/17 16:33,"3810 J St, Sacramento, CA 95816, USA",38.56974646,-121.4553641,30%,NotCharging
1,10/18/17 17:06,10/18/17 17:06,"3810 J St, Sacramento, CA 95816, USA",38.56989044,-121.4553511,30%,NotCharging
1,10/18/17 17:12,10/18/17 17:11,"3810 J St, Sacramento, CA 95816, USA",38.56981164,-121.4553402,28%,NotCharging
1,10/18/17 17:24,10/18/17 17:17,"3800j J St, Sacramento, CA 95816, USA",38.56989311,-121.4553672,28%,NotCharging
1,10/18/17 17:29,10/18/17 17:24,"5030-5038 Folsom Blvd, Sacramento, CA 95819, USA",38.56072556,-121.4440435,27%,NotCharging
1,10/18/17 17:35,10/18/17 17:29,"7021-7035 Folsom Blvd, Sacramento, CA 95826, USA",38.55219073,-121.4208163,25%,NotCharging
1,10/18/17 17:40,10/18/17 17:40,"9500-9502 Folsom Blvd, Sacramento, CA 95827, USA",38.56627085,-121.3486011,23%,NotCharging
1,10/18/17 17:45,10/18/17 17:40,"9336b Mira Del Rio Dr, Sacramento, CA 95827, USA",38.56644461,-121.3488514,23%,NotCharging
1,10/18/17 17:46,10/18/17 17:45,"9480-9484 Alcosta Way, Sacramento, CA 95827, USA",38.57347883,-121.3460764,23%,NotCharging
1,10/18/17 17:48,10/18/17 17:48,"9480-9484 Alcosta Way, Sacramento, CA 95827, USA",38.57342808,-121.3460322,23%,NotCharging
1,10/18/17 17:51,10/18/17 17:51,"9484-9490 Alcosta Way, Sacramento, CA 95827, USA",38.57342476,-121.3459416,21%,NotCharging
1,10/18/17 17:53,10/18/17 17:53,"9484-9490 Alcosta Way, Sacramento, CA 95827, USA",38.57343047,-121.3459667,20%,Charging
1,10/18/17 17:56,10/18/17 17:56,"9484-9490 Alcosta Way, Sacramento, CA 95827, USA",38.57343852,-121.3459859,20%,Charging
1,10/18/17 17:59,10/18/17 17:59,"9480-9484 Alcosta Way, Sacramento, CA 95827, USA",38.57332746,-121.3461033,20%,Charging
1,10/18/17 18:01,10/18/17 18:01,"9480-9484 Alcosta Way, Sacramento, CA 95827, USA",38.5734148,-121.346003,21%,Charging
1,10/18/17 18:04,10/18/17 18:04,"9565 Folsom Blvd, Sacramento, CA 95827, USA",38.5708242,-121.3398802,23%,Charging
1,10/18/17 18:06,10/18/17 18:06,"2880-2898 Bradshaw Rd, Sacramento, CA 95827, USA",38.57277591,-121.3365093,23%,Charging
1,10/18/17 18:09,10/18/17 18:09,"Lincoln Hwy, Sacramento, CA 95826, USA",38.55734961,-121.3927898,25%,Charging
1,10/18/17 18:11,10/18/17 18:11,"Lincoln Hwy, Sacramento, CA 95826, USA",38.55361121,-121.4086451,27%,Charging
1,10/18/17 18:14,10/18/17 18:14,"Lincoln Hwy, Sacramento, CA 95817, USA",38.55306265,-121.4360398,28%,Charging
1,10/18/17 18:16,10/18/17 18:14,"Lincoln Hwy, Sacramento, CA 95817, USA",38.5531986,-121.4363587,28%,Charging
1,10/18/17 18:17,10/18/17 18:17,"2507 W St, Sacramento, CA 95818, USA",38.56053768,-121.4788024,28%,Charging
2,10/19/17 11:16,10/19/17 11:16,"3507 Soda Way, Sacramento, CA 95834, USA",38.63057616,-121.5020543,94%,NotCharging
2,10/19/17 11:16,10/19/17 11:16,"3507 Soda Way, Sacramento, CA 95834, USA",38.63057616,-121.5020543,94%,NotCharging
2,10/19/17 11:20,10/19/17 11:20,"3507 Soda Way, Sacramento, CA 95834, USA",38.63063861,-121.5019173,94%,NotCharging
2,10/19/17 11:44,10/19/17 11:44,"3501 Soda Way, Sacramento, CA 95834, USA",38.63069743,-121.5020283,94%,NotCharging
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
"1;"";"";1;0;/;2;1;/;1;7; ;0;1;:;0;1;:;5;5;"";"";S;a;t;u;r;d;a;y;","; ;O;c;t;o;b;e;r; ;2;1; ;a;t; ;0;1;:;0;1;:;5;0; ;(;0;m; ;4;s; ;a;g;o;);"";"";7;4;4;0; ;A;u;b;u;r;n; ;B;l;v;d;",; ;C;i;t;r;u;s; ;H;e;i;g;h;t;s;,; ;C;A; ;9;5;6;1;0;,"; ;U;S;A;"";"";3;8;.;7;0;0;9;2;5;8;3;8;2;"";"";-;1;2;1;.;2;8;9;8;2;1;7;3;3;"";"";3;4;%;"";"";N;o;t;C;h;a;r;g;i;n;g;""",,,
"2""10/21/17;01:01:55""""Saturday",";October;21;at;12:57:33;(4m;22s;ago)""""3500;Soda;Way",;Sacramento,;CA;95834,";USA""""38.6305889519""""-121.501626243""""83%""""NotCharging""",,,
"1;;"";1;0;/;2;1;/;1;7; ;0;1;:;1;3;:;3;9;"";"";S;a;t;u;r;d;a;y;","; ;O;c;t;o;b;e;r; ;2;1; ;a;t; ;0;1;:;1;3;:;2;8; ;(;0;m; ;4;s; ;a;g;o;);"";"";7;4;4;0; ;A;u;b;u;r;n; ;B;l;v;d;",; ;C;i;t;r;u;s; ;H;e;i;g;h;t;s;,; ;C;A; ;9;5;6;1;0;,"; ;U;S;A;"";"";3;8;.;7;0;0;7;4;0;2;8;4;1;"";"";-;1;2;1;.;2;8;9;6;7;1;2;8;"";"";3;4;%;"";"";N;o;t;C;h;a;r;g;i;n;g;""",,,
"2;;"";1;0;/;2;1;/;1;7; ;0;1;:;1;3;:;4;6;"";"";S;a;t;u;r;d;a;y;","; ;O;c;t;o;b;e;r; ;2;1; ;a;t; ;0;1;:;0;7;:;2;5; ;(;6;m; ;1;4;s; ;a;g;o;);"";"";3;5;0;0; ;S;o;d;a; ;W;a;y;",; ;S;a;c;r;a;m;e;n;t;o;,; ;C;A; ;9;5;8;3;4;,"; ;U;S;A;"";"";3;8;.;6;3;0;5;8;9;0;5;1;3;"";"";-;1;2;1;.;5;0;1;6;2;6;3;4;3;"";"";8;3;%;"";"";N;o;t;C;h;a;r;g;i;n;g;""",,,
"2;;"";1;0;/;2;1;/;1;7; ;0;1;:;2;1;:;4;7;"";"";S;a;t;u;r;d;a;y;","; ;O;c;t;o;b;e;r; ;2;1; ;a;t; ;0;1;:;1;7;:;1;7; ;(;4;m; ;2;4;s; ;a;g;o;);"";"";3;5;0;0; ;S;o;d;a; ;W;a;y;",; ;S;a;c;r;a;m;e;n;t;o;,; ;C;A; ;9;5;8;3;4;,"; ;U;S;A;"";"";3;8;.;6;3;0;5;8;8;8;9;8;4;"";"";-;1;2;1;.;5;0;1;6;2;6;1;9;"";"";8;3;%;"";"";N;o;t;C;h;a;r;g;i;n;g;""",,,
"1;;"";1;0;/;2;1;/;1;7; ;0;1;:;2;5;:;2;9;"";"";S;a;t;u;r;d;a;y;","; ;O;c;t;o;b;e;r; ;2;1; ;a;t; ;0;1;:;2;5;:;2;8; ;(;0;m; ;0;s; ;a;g;o;);"";"";7;4;4;0; ;A;u;b;u;r;n; ;B;l;v;d;",; ;C;i;t;r;u;s; ;H;e;i;g;h;t;s;,; ;C;A; ;9;5;6;1;0;,"; ;U;S;A;"";"";3;8;.;7;0;0;7;4;7;0;5;2;2;"";"";-;1;2;1;.;2;8;9;7;1;5;7;0;2;"";"";3;4;%;"";"";N;o;t;C;h;a;r;g;i;n;g;""",,,
